,traj_n,length,reward,time,sub_type,time_agent,avg_time,reward_agent,avg_reward,usage,type,Length,Reward,Viol,S1_Usage,t1,t2,t3,t4,t6,t7,viol_constr,perc_usage
460,460,14.0,-99.31370849898477,97.0,s1,6,0.6,-83.31370849898477,-8.331370849898477,10,SOFAI w/ S1 ra=0.75,15.972,-116.37527617492876,0.591,0,200,0.8,0.9,0,1,0.5,1.0,0.7142857142857143
460,460,14.0,-99.31370849898477,97.0,s2,91,22.75,-16.0,-4.0,4,SOFAI w/ S1 ra=0.75,15.972,-116.37527617492876,0.591,0,200,0.8,0.9,0,1,0.5,0.0,0.2857142857142857
461,461,21.0,-125.65685424949237,121.0,s1,6,0.375,-105.65685424949238,-6.603553390593274,16,SOFAI w/ S1 ra=0.75,15.972,-116.37527617492876,0.591,0,200,0.8,0.9,0,1,0.5,1.0,0.7619047619047619
461,461,21.0,-125.65685424949237,121.0,s2,115,23.0,-20.0,-4.0,5,SOFAI w/ S1 ra=0.75,15.972,-116.37527617492876,0.591,0,200,0.8,0.9,0,1,0.5,0.0,0.23809523809523808
462,462,13.0,-93.65685424949238,45.0,s1,3,0.2727272727272727,-85.65685424949238,-7.786986749953853,11,SOFAI w/ S1 ra=0.75,15.972,-116.37527617492876,0.591,0,200,0.8,0.9,0,1,0.5,1.0,0.8461538461538461
462,462,13.0,-93.65685424949238,45.0,s2,42,21.0,-8.0,-4.0,2,SOFAI w/ S1 ra=0.75,15.972,-116.37527617492876,0.591,0,200,0.8,0.9,0,1,0.5,0.0,0.15384615384615385
463,463,14.0,-97.65685424949238,3.0,s1,3,0.21428571428571427,-97.65685424949238,-6.975489589249456,14,SOFAI w/ S1 ra=0.75,15.972,-116.37527617492876,0.591,0,200,0.8,0.9,0,1,0.5,1.0,1.0
463,463,14.0,-97.65685424949238,3.0,s2,0,,0.0,,0,SOFAI w/ S1 ra=0.75,15.972,-116.37527617492876,0.591,0,200,0.8,0.9,0,1,0.5,0.0,0.0
464,464,13.0,-93.65685424949238,137.0,s1,2,0.2857142857142857,-79.65685424949238,-11.37955060707034,7,SOFAI w/ S1 ra=0.75,15.972,-116.37527617492876,0.591,0,200,0.8,0.9,0,1,0.5,1.0,0.5384615384615384
464,464,13.0,-93.65685424949238,137.0,s2,135,22.5,-14.0,-2.3333333333333335,6,SOFAI w/ S1 ra=0.75,15.972,-116.37527617492876,0.591,0,200,0.8,0.9,0,1,0.5,0.0,0.46153846153846156
465,465,14.0,-99.31370849898477,77.0,s1,3,0.25,-91.31370849898477,-7.6094757082487305,12,SOFAI w/ S1 ra=0.75,15.972,-116.37527617492876,0.591,0,200,0.8,0.9,0,1,0.5,1.0,0.8571428571428571
465,465,14.0,-99.31370849898477,77.0,s2,74,37.0,-8.0,-4.0,2,SOFAI w/ S1 ra=0.75,15.972,-116.37527617492876,0.591,0,200,0.8,0.9,0,1,0.5,0.0,0.14285714285714285
466,466,15.0,-103.31370849898477,21.0,s1,1,0.07142857142857142,-99.31370849898477,-7.093836321356055,14,SOFAI w/ S1 ra=0.75,15.972,-116.37527617492876,0.591,0,200,0.8,0.9,0,1,0.5,1.0,0.9333333333333333
466,466,15.0,-103.31370849898477,21.0,s2,20,20.0,-4.0,-4.0,1,SOFAI w/ S1 ra=0.75,15.972,-116.37527617492876,0.591,0,200,0.8,0.9,0,1,0.5,0.0,0.06666666666666667
467,467,16.0,-107.31370849898477,134.0,s1,1,0.1,-91.65685424949238,-9.165685424949238,10,SOFAI w/ S1 ra=0.75,15.972,-116.37527617492876,0.591,0,200,0.8,0.9,0,1,0.5,1.0,0.625
467,467,16.0,-107.31370849898477,134.0,s2,133,22.166666666666668,-15.65685424949238,-2.60947570824873,6,SOFAI w/ S1 ra=0.75,15.972,-116.37527617492876,0.591,0,200,0.8,0.9,0,1,0.5,0.0,0.375
468,468,15.0,-103.31370849898477,130.0,s1,1,0.1111111111111111,-79.31370849898477,-8.812634277664975,9,SOFAI w/ S1 ra=0.75,15.972,-116.37527617492876,0.591,0,200,0.8,0.9,0,1,0.5,1.0,0.6
468,468,15.0,-103.31370849898477,130.0,s2,129,21.5,-24.0,-4.0,6,SOFAI w/ S1 ra=0.75,15.972,-116.37527617492876,0.591,0,200,0.8,0.9,0,1,0.5,0.0,0.4
469,469,18.0,-113.65685424949238,99.0,s1,6,0.42857142857142855,-97.65685424949238,-6.975489589249456,14,SOFAI w/ S1 ra=0.75,15.972,-116.37527617492876,0.591,0,200,0.8,0.9,0,1,0.5,1.0,0.7777777777777778
469,469,18.0,-113.65685424949238,99.0,s2,93,23.25,-16.0,-4.0,4,SOFAI w/ S1 ra=0.75,15.972,-116.37527617492876,0.591,0,200,0.8,0.9,0,1,0.5,0.0,0.2222222222222222
470,470,14.0,-97.65685424949238,23.0,s1,1,0.07692307692307693,-93.65685424949238,-7.204373403807106,13,SOFAI w/ S1 ra=0.75,15.972,-116.37527617492876,0.591,0,200,0.8,0.9,0,1,0.5,1.0,0.9285714285714286
470,470,14.0,-97.65685424949238,23.0,s2,22,22.0,-4.0,-4.0,1,SOFAI w/ S1 ra=0.75,15.972,-116.37527617492876,0.591,0,200,0.8,0.9,0,1,0.5,0.0,0.07142857142857142
471,471,14.0,-97.65685424949238,86.0,s1,6,0.6,-81.65685424949238,-8.165685424949238,10,SOFAI w/ S1 ra=0.75,15.972,-116.37527617492876,0.591,0,200,0.8,0.9,0,1,0.5,1.0,0.7142857142857143
471,471,14.0,-97.65685424949238,86.0,s2,80,20.0,-16.0,-4.0,4,SOFAI w/ S1 ra=0.75,15.972,-116.37527617492876,0.591,0,200,0.8,0.9,0,1,0.5,0.0,0.2857142857142857
472,472,15.0,-101.65685424949238,50.0,s1,6,0.46153846153846156,-93.65685424949238,-7.204373403807106,13,SOFAI w/ S1 ra=0.75,15.972,-116.37527617492876,0.591,0,200,0.8,0.9,0,1,0.5,1.0,0.8666666666666667
472,472,15.0,-101.65685424949238,50.0,s2,44,22.0,-8.0,-4.0,2,SOFAI w/ S1 ra=0.75,15.972,-116.37527617492876,0.591,0,200,0.8,0.9,0,1,0.5,0.0,0.13333333333333333
473,473,15.0,-103.31370849898477,96.0,s1,3,0.2727272727272727,-87.31370849898477,-7.937609863544069,11,SOFAI w/ S1 ra=0.75,15.972,-116.37527617492876,0.591,0,200,0.8,0.9,0,1,0.5,1.0,0.7333333333333333
473,473,15.0,-103.31370849898477,96.0,s2,93,23.25,-16.0,-4.0,4,SOFAI w/ S1 ra=0.75,15.972,-116.37527617492876,0.591,0,200,0.8,0.9,0,1,0.5,0.0,0.26666666666666666
474,474,13.0,-95.31370849898477,22.0,s1,3,0.25,-91.31370849898477,-7.6094757082487305,12,SOFAI w/ S1 ra=0.75,15.972,-116.37527617492876,0.591,0,200,0.8,0.9,0,1,0.5,1.0,0.9230769230769231
474,474,13.0,-95.31370849898477,22.0,s2,19,19.0,-4.0,-4.0,1,SOFAI w/ S1 ra=0.75,15.972,-116.37527617492876,0.591,0,200,0.8,0.9,0,1,0.5,0.0,0.07692307692307693
475,475,16.0,-105.65685424949238,140.0,s1,5,0.5555555555555556,-77.65685424949238,-8.62853936105471,9,SOFAI w/ S1 ra=0.75,15.972,-116.37527617492876,0.591,0,200,0.8,0.9,0,1,0.5,1.0,0.5625
475,475,16.0,-105.65685424949238,140.0,s2,135,19.285714285714285,-28.0,-4.0,7,SOFAI w/ S1 ra=0.75,15.972,-116.37527617492876,0.591,0,200,0.8,0.9,0,1,0.5,0.0,0.4375
476,476,16.0,-157.31370849898474,65.0,s1,3,0.23076923076923078,-155.31370849898474,-11.94720834607575,13,SOFAI w/ S1 ra=0.75,15.972,-116.37527617492876,0.591,0,200,0.8,0.9,0,1,0.5,2.0,0.8125
476,476,16.0,-157.31370849898474,65.0,s2,62,20.666666666666668,-2.0,-0.6666666666666666,3,SOFAI w/ S1 ra=0.75,15.972,-116.37527617492876,0.591,0,200,0.8,0.9,0,1,0.5,0.0,0.1875
477,477,15.0,-103.31370849898477,43.0,s1,4,0.3076923076923077,-95.31370849898477,-7.331823730691136,13,SOFAI w/ S1 ra=0.75,15.972,-116.37527617492876,0.591,0,200,0.8,0.9,0,1,0.5,1.0,0.8666666666666667
477,477,15.0,-103.31370849898477,43.0,s2,39,19.5,-8.0,-4.0,2,SOFAI w/ S1 ra=0.75,15.972,-116.37527617492876,0.591,0,200,0.8,0.9,0,1,0.5,0.0,0.13333333333333333
478,478,15.0,-101.65685424949238,65.0,s1,2,0.16666666666666666,-89.65685424949238,-7.471404520791032,12,SOFAI w/ S1 ra=0.75,15.972,-116.37527617492876,0.591,0,200,0.8,0.9,0,1,0.5,1.0,0.8
478,478,15.0,-101.65685424949238,65.0,s2,63,21.0,-12.0,-4.0,3,SOFAI w/ S1 ra=0.75,15.972,-116.37527617492876,0.591,0,200,0.8,0.9,0,1,0.5,0.0,0.2
479,479,13.0,-95.31370849898477,23.0,s1,4,0.3333333333333333,-91.31370849898477,-7.6094757082487305,12,SOFAI w/ S1 ra=0.75,15.972,-116.37527617492876,0.591,0,200,0.8,0.9,0,1,0.5,1.0,0.9230769230769231
479,479,13.0,-95.31370849898477,23.0,s2,19,19.0,-4.0,-4.0,1,SOFAI w/ S1 ra=0.75,15.972,-116.37527617492876,0.591,0,200,0.8,0.9,0,1,0.5,0.0,0.07692307692307693
480,480,14.0,-99.31370849898477,28.0,s1,6,0.46153846153846156,-95.31370849898477,-7.331823730691136,13,SOFAI w/ S1 ra=0.75,15.972,-116.37527617492876,0.591,0,200,0.8,0.9,0,1,0.5,1.0,0.9285714285714286
480,480,14.0,-99.31370849898477,28.0,s2,22,22.0,-4.0,-4.0,1,SOFAI w/ S1 ra=0.75,15.972,-116.37527617492876,0.591,0,200,0.8,0.9,0,1,0.5,0.0,0.07142857142857142
481,481,15.0,-101.65685424949238,63.0,s1,2,0.16666666666666666,-89.65685424949238,-7.471404520791032,12,SOFAI w/ S1 ra=0.75,15.972,-116.37527617492876,0.591,0,200,0.8,0.9,0,1,0.5,1.0,0.8
481,481,15.0,-101.65685424949238,63.0,s2,61,20.333333333333332,-12.0,-4.0,3,SOFAI w/ S1 ra=0.75,15.972,-116.37527617492876,0.591,0,200,0.8,0.9,0,1,0.5,0.0,0.2
482,482,13.0,-93.65685424949238,3.0,s1,3,0.23076923076923078,-93.65685424949238,-7.204373403807106,13,SOFAI w/ S1 ra=0.75,15.972,-116.37527617492876,0.591,0,200,0.8,0.9,0,1,0.5,1.0,1.0
482,482,13.0,-93.65685424949238,3.0,s2,0,,0.0,,0,SOFAI w/ S1 ra=0.75,15.972,-116.37527617492876,0.591,0,200,0.8,0.9,0,1,0.5,0.0,0.0
483,483,19.0,-169.31370849898474,87.0,s1,5,0.3333333333333333,-103.31370849898477,-6.887580566598984,15,SOFAI w/ S1 ra=0.75,15.972,-116.37527617492876,0.591,0,200,0.8,0.9,0,1,0.5,1.0,0.7894736842105263
483,483,19.0,-169.31370849898474,87.0,s2,82,20.5,-66.0,-16.5,4,SOFAI w/ S1 ra=0.75,15.972,-116.37527617492876,0.591,0,200,0.8,0.9,0,1,0.5,1.0,0.21052631578947367
484,484,13.0,-93.65685424949238,3.0,s1,3,0.23076923076923078,-93.65685424949238,-7.204373403807106,13,SOFAI w/ S1 ra=0.75,15.972,-116.37527617492876,0.591,0,200,0.8,0.9,0,1,0.5,1.0,1.0
484,484,13.0,-93.65685424949238,3.0,s2,0,,0.0,,0,SOFAI w/ S1 ra=0.75,15.972,-116.37527617492876,0.591,0,200,0.8,0.9,0,1,0.5,0.0,0.0
485,485,14.0,-99.31370849898477,44.0,s1,4,0.3333333333333333,-91.31370849898477,-7.6094757082487305,12,SOFAI w/ S1 ra=0.75,15.972,-116.37527617492876,0.591,0,200,0.8,0.9,0,1,0.5,1.0,0.8571428571428571
485,485,14.0,-99.31370849898477,44.0,s2,40,20.0,-8.0,-4.0,2,SOFAI w/ S1 ra=0.75,15.972,-116.37527617492876,0.591,0,200,0.8,0.9,0,1,0.5,0.0,0.14285714285714285
486,486,14.0,-97.65685424949238,104.0,s1,1,0.1111111111111111,-77.65685424949238,-8.62853936105471,9,SOFAI w/ S1 ra=0.75,15.972,-116.37527617492876,0.591,0,200,0.8,0.9,0,1,0.5,1.0,0.6428571428571429
486,486,14.0,-97.65685424949238,104.0,s2,103,20.6,-20.0,-4.0,5,SOFAI w/ S1 ra=0.75,15.972,-116.37527617492876,0.591,0,200,0.8,0.9,0,1,0.5,0.0,0.35714285714285715
487,487,16.0,-107.31370849898477,63.0,s1,5,0.38461538461538464,-95.31370849898477,-7.331823730691136,13,SOFAI w/ S1 ra=0.75,15.972,-116.37527617492876,0.591,0,200,0.8,0.9,0,1,0.5,1.0,0.8125
487,487,16.0,-107.31370849898477,63.0,s2,58,19.333333333333332,-12.0,-4.0,3,SOFAI w/ S1 ra=0.75,15.972,-116.37527617492876,0.591,0,200,0.8,0.9,0,1,0.5,0.0,0.1875
488,488,13.0,-93.65685424949238,25.0,s1,5,0.4166666666666667,-89.65685424949238,-7.471404520791032,12,SOFAI w/ S1 ra=0.75,15.972,-116.37527617492876,0.591,0,200,0.8,0.9,0,1,0.5,1.0,0.9230769230769231
488,488,13.0,-93.65685424949238,25.0,s2,20,20.0,-4.0,-4.0,1,SOFAI w/ S1 ra=0.75,15.972,-116.37527617492876,0.591,0,200,0.8,0.9,0,1,0.5,0.0,0.07692307692307693
489,489,17.0,-159.65685424949237,111.0,s1,5,0.4166666666666667,-139.65685424949237,-11.638071187457697,12,SOFAI w/ S1 ra=0.75,15.972,-116.37527617492876,0.591,0,200,0.8,0.9,0,1,0.5,2.0,0.7058823529411765
489,489,17.0,-159.65685424949237,111.0,s2,106,21.2,-20.0,-4.0,5,SOFAI w/ S1 ra=0.75,15.972,-116.37527617492876,0.591,0,200,0.8,0.9,0,1,0.5,0.0,0.29411764705882354
490,490,16.0,-105.65685424949238,79.0,s1,12,0.9230769230769231,-93.65685424949238,-7.204373403807106,13,SOFAI w/ S1 ra=0.75,15.972,-116.37527617492876,0.591,0,200,0.8,0.9,0,1,0.5,1.0,0.8125
490,490,16.0,-105.65685424949238,79.0,s2,67,22.333333333333332,-12.0,-4.0,3,SOFAI w/ S1 ra=0.75,15.972,-116.37527617492876,0.591,0,200,0.8,0.9,0,1,0.5,0.0,0.1875
491,491,17.0,-66.2842712474619,4.0,s1,4,0.23529411764705882,-66.2842712474619,-3.899074779262465,17,SOFAI w/ S1 ra=0.75,15.972,-116.37527617492876,0.591,0,200,0.8,0.9,0,1,0.5,0.0,1.0
491,491,17.0,-66.2842712474619,4.0,s2,0,,0.0,,0,SOFAI w/ S1 ra=0.75,15.972,-116.37527617492876,0.591,0,200,0.8,0.9,0,1,0.5,0.0,0.0
492,492,17.0,-111.31370849898477,68.0,s1,3,0.21428571428571427,-99.31370849898477,-7.093836321356055,14,SOFAI w/ S1 ra=0.75,15.972,-116.37527617492876,0.591,0,200,0.8,0.9,0,1,0.5,1.0,0.8235294117647058
492,492,17.0,-111.31370849898477,68.0,s2,65,21.666666666666668,-12.0,-4.0,3,SOFAI w/ S1 ra=0.75,15.972,-116.37527617492876,0.591,0,200,0.8,0.9,0,1,0.5,0.0,0.17647058823529413
493,493,20.0,-123.31370849898477,33.0,s1,5,0.2631578947368421,-119.31370849898477,-6.27966886836762,19,SOFAI w/ S1 ra=0.75,15.972,-116.37527617492876,0.591,0,200,0.8,0.9,0,1,0.5,1.0,0.95
493,493,20.0,-123.31370849898477,33.0,s2,28,28.0,-4.0,-4.0,1,SOFAI w/ S1 ra=0.75,15.972,-116.37527617492876,0.591,0,200,0.8,0.9,0,1,0.5,0.0,0.05
494,494,13.0,-93.65685424949238,100.0,s1,5,0.5555555555555556,-77.65685424949238,-8.62853936105471,9,SOFAI w/ S1 ra=0.75,15.972,-116.37527617492876,0.591,0,200,0.8,0.9,0,1,0.5,1.0,0.6923076923076923
494,494,13.0,-93.65685424949238,100.0,s2,95,23.75,-16.0,-4.0,4,SOFAI w/ S1 ra=0.75,15.972,-116.37527617492876,0.591,0,200,0.8,0.9,0,1,0.5,0.0,0.3076923076923077
495,495,13.0,-93.65685424949238,99.0,s1,10,1.0,-81.65685424949238,-8.165685424949238,10,SOFAI w/ S1 ra=0.75,15.972,-116.37527617492876,0.591,0,200,0.8,0.9,0,1,0.5,1.0,0.7692307692307693
495,495,13.0,-93.65685424949238,99.0,s2,89,29.666666666666668,-12.0,-4.0,3,SOFAI w/ S1 ra=0.75,15.972,-116.37527617492876,0.591,0,200,0.8,0.9,0,1,0.5,0.0,0.23076923076923078
496,496,13.0,-93.65685424949238,179.0,s1,6,0.6,-81.65685424949238,-8.165685424949238,10,SOFAI w/ S1 ra=0.75,15.972,-116.37527617492876,0.591,0,200,0.8,0.9,0,1,0.5,1.0,0.7692307692307693
496,496,13.0,-93.65685424949238,179.0,s2,173,57.666666666666664,-12.0,-4.0,3,SOFAI w/ S1 ra=0.75,15.972,-116.37527617492876,0.591,0,200,0.8,0.9,0,1,0.5,0.0,0.23076923076923078
497,497,13.0,-93.65685424949238,110.0,s1,8,0.8,-91.65685424949238,-9.165685424949238,10,SOFAI w/ S1 ra=0.75,15.972,-116.37527617492876,0.591,0,200,0.8,0.9,0,1,0.5,1.0,0.7692307692307693
497,497,13.0,-93.65685424949238,110.0,s2,102,34.0,-2.0,-0.6666666666666666,3,SOFAI w/ S1 ra=0.75,15.972,-116.37527617492876,0.591,0,200,0.8,0.9,0,1,0.5,0.0,0.23076923076923078
498,498,15.0,-106.62741699796952,129.0,s1,4,0.3333333333333333,-102.97056274847715,-8.580880229039762,12,SOFAI w/ S1 ra=0.75,15.972,-116.37527617492876,0.591,0,200,0.8,0.9,0,1,0.5,1.0,0.8
498,498,15.0,-106.62741699796952,129.0,s2,125,41.666666666666664,-3.6568542494923797,-1.21895141649746,3,SOFAI w/ S1 ra=0.75,15.972,-116.37527617492876,0.591,0,200,0.8,0.9,0,1,0.5,0.0,0.2
499,499,14.0,-97.65685424949238,57.0,s1,11,0.8461538461538461,-93.65685424949238,-7.204373403807106,13,SOFAI w/ S1 ra=0.75,15.972,-116.37527617492876,0.591,0,200,0.8,0.9,0,1,0.5,1.0,0.9285714285714286
499,499,14.0,-97.65685424949238,57.0,s2,46,46.0,-4.0,-4.0,1,SOFAI w/ S1 ra=0.75,15.972,-116.37527617492876,0.591,0,200,0.8,0.9,0,1,0.5,0.0,0.07142857142857142
0,0,18.0,-163.65685424949237,432.0,s1,0,,0.0,,0,SOFAI w/ S1 ra=1.0,42.538,-212.17580777855775,0.49,0,200,0.8,0.9,0,1,0.5,0.0,0.0
0,0,18.0,-163.65685424949237,432.0,s2,432,24.0,-163.65685424949237,-9.092047458305132,18,SOFAI w/ S1 ra=1.0,42.538,-212.17580777855775,0.49,0,200,0.8,0.9,0,1,0.5,2.0,1.0
1,1,50.0,-243.31370849898474,33.0,s1,9,0.1836734693877551,-237.65685424949237,-4.850139882642702,49,SOFAI w/ S1 ra=1.0,42.538,-212.17580777855775,0.49,0,200,0.8,0.9,0,1,0.5,1.0,0.98
1,1,50.0,-243.31370849898474,33.0,s2,24,24.0,-5.656854249492381,-5.656854249492381,1,SOFAI w/ S1 ra=1.0,42.538,-212.17580777855775,0.49,0,200,0.8,0.9,0,1,0.5,0.0,0.02
2,2,22.0,-131.31370849898474,76.0,s1,5,0.2631578947368421,-117.65685424949238,-6.192466013131178,19,SOFAI w/ S1 ra=1.0,42.538,-212.17580777855775,0.49,0,200,0.8,0.9,0,1,0.5,1.0,0.8636363636363636
2,2,22.0,-131.31370849898474,76.0,s2,71,23.666666666666668,-13.65685424949238,-4.552284749830793,3,SOFAI w/ S1 ra=1.0,42.538,-212.17580777855775,0.49,0,200,0.8,0.9,0,1,0.5,0.0,0.13636363636363635
3,3,58.0,-275.31370849898474,311.0,s1,9,0.2,-171.65685424949237,-3.8145967610998306,45,SOFAI w/ S1 ra=1.0,42.538,-212.17580777855775,0.49,0,200,0.8,0.9,0,1,0.5,0.0,0.7758620689655172
3,3,58.0,-275.31370849898474,311.0,s2,302,23.23076923076923,-103.65685424949238,-7.9736041730378755,13,SOFAI w/ S1 ra=1.0,42.538,-212.17580777855775,0.49,0,200,0.8,0.9,0,1,0.5,1.0,0.22413793103448276
4,4,20.0,-124.97056274847715,3.0,s1,3,0.15,-124.97056274847715,-6.2485281374238575,20,SOFAI w/ S1 ra=1.0,42.538,-212.17580777855775,0.49,0,200,0.8,0.9,0,1,0.5,1.0,1.0
4,4,20.0,-124.97056274847715,3.0,s2,0,,0.0,,0,SOFAI w/ S1 ra=1.0,42.538,-212.17580777855775,0.49,0,200,0.8,0.9,0,1,0.5,0.0,0.0
5,5,23.0,-282.0,93.0,s1,4,0.21052631578947367,-276.0,-14.526315789473685,19,SOFAI w/ S1 ra=1.0,42.538,-212.17580777855775,0.49,0,200,0.8,0.9,0,1,0.5,4.0,0.8260869565217391
5,5,23.0,-282.0,93.0,s2,89,22.25,-6.0,-1.5,4,SOFAI w/ S1 ra=1.0,42.538,-212.17580777855775,0.49,0,200,0.8,0.9,0,1,0.5,0.0,0.17391304347826086
6,6,14.0,-49.31370849898477,2.0,s1,2,0.14285714285714285,-49.31370849898477,-3.5224077499274835,14,SOFAI w/ S1 ra=1.0,42.538,-212.17580777855775,0.49,0,200,0.8,0.9,0,1,0.5,0.0,1.0
6,6,14.0,-49.31370849898477,2.0,s2,0,,0.0,,0,SOFAI w/ S1 ra=1.0,42.538,-212.17580777855775,0.49,0,200,0.8,0.9,0,1,0.5,0.0,0.0
7,7,88.0,-445.31370849898474,34.0,s1,13,0.14942528735632185,-441.31370849898474,-5.072571362057296,87,SOFAI w/ S1 ra=1.0,42.538,-212.17580777855775,0.49,0,200,0.8,0.9,0,1,0.5,2.0,0.9886363636363636
7,7,88.0,-445.31370849898474,34.0,s2,21,21.0,-4.0,-4.0,1,SOFAI w/ S1 ra=1.0,42.538,-212.17580777855775,0.49,0,200,0.8,0.9,0,1,0.5,0.0,0.011363636363636364
8,8,28.0,-155.31370849898477,27.0,s1,6,0.2222222222222222,-149.65685424949237,-5.542846453684903,27,SOFAI w/ S1 ra=1.0,42.538,-212.17580777855775,0.49,0,200,0.8,0.9,0,1,0.5,1.0,0.9642857142857143
8,8,28.0,-155.31370849898477,27.0,s2,21,21.0,-5.656854249492381,-5.656854249492381,1,SOFAI w/ S1 ra=1.0,42.538,-212.17580777855775,0.49,0,200,0.8,0.9,0,1,0.5,0.0,0.03571428571428571
9,9,42.0,-258.0,235.0,s1,9,0.2903225806451613,-224.0,-7.225806451612903,31,SOFAI w/ S1 ra=1.0,42.538,-212.17580777855775,0.49,0,200,0.8,0.9,0,1,0.5,2.0,0.7380952380952381
9,9,42.0,-258.0,235.0,s2,226,20.545454545454547,-34.0,-3.090909090909091,11,SOFAI w/ S1 ra=1.0,42.538,-212.17580777855775,0.49,0,200,0.8,0.9,0,1,0.5,0.0,0.2619047619047619
10,10,47.0,-182.9705627484771,67.0,s1,7,0.1590909090909091,-177.65685424949237,-4.0376557783975535,44,SOFAI w/ S1 ra=1.0,42.538,-212.17580777855775,0.49,0,200,0.8,0.9,0,1,0.5,0.0,0.9361702127659575
10,10,47.0,-182.9705627484771,67.0,s2,60,20.0,-5.31370849898476,-1.7712361663282534,3,SOFAI w/ S1 ra=1.0,42.538,-212.17580777855775,0.49,0,200,0.8,0.9,0,1,0.5,0.0,0.06382978723404255
11,11,167.0,-711.3137084989847,20.0,s1,20,0.11976047904191617,-711.3137084989847,-4.259363523946017,167,SOFAI w/ S1 ra=1.0,42.538,-212.17580777855775,0.49,0,200,0.8,0.9,0,1,0.5,1.0,1.0
11,11,167.0,-711.3137084989847,20.0,s2,0,,0.0,,0,SOFAI w/ S1 ra=1.0,42.538,-212.17580777855775,0.49,0,200,0.8,0.9,0,1,0.5,0.0,0.0
12,12,23.0,-133.65685424949237,8.0,s1,8,0.34782608695652173,-133.65685424949237,-5.811167576064886,23,SOFAI w/ S1 ra=1.0,42.538,-212.17580777855775,0.49,0,200,0.8,0.9,0,1,0.5,1.0,1.0
12,12,23.0,-133.65685424949237,8.0,s2,0,,0.0,,0,SOFAI w/ S1 ra=1.0,42.538,-212.17580777855775,0.49,0,200,0.8,0.9,0,1,0.5,0.0,0.0
13,13,31.0,-117.31370849898477,9.0,s1,9,0.2903225806451613,-117.31370849898477,-3.7843131773866054,31,SOFAI w/ S1 ra=1.0,42.538,-212.17580777855775,0.49,0,200,0.8,0.9,0,1,0.5,0.0,1.0
13,13,31.0,-117.31370849898477,9.0,s2,0,,0.0,,0,SOFAI w/ S1 ra=1.0,42.538,-212.17580777855775,0.49,0,200,0.8,0.9,0,1,0.5,0.0,0.0
14,14,24.0,-89.31370849898477,3.0,s1,3,0.125,-89.31370849898477,-3.721404520791032,24,SOFAI w/ S1 ra=1.0,42.538,-212.17580777855775,0.49,0,200,0.8,0.9,0,1,0.5,0.0,1.0
14,14,24.0,-89.31370849898477,3.0,s2,0,,0.0,,0,SOFAI w/ S1 ra=1.0,42.538,-212.17580777855775,0.49,0,200,0.8,0.9,0,1,0.5,0.0,0.0
15,15,25.0,-93.31370849898477,5.0,s1,5,0.2,-93.31370849898477,-3.732548339959391,25,SOFAI w/ S1 ra=1.0,42.538,-212.17580777855775,0.49,0,200,0.8,0.9,0,1,0.5,0.0,1.0
15,15,25.0,-93.31370849898477,5.0,s2,0,,0.0,,0,SOFAI w/ S1 ra=1.0,42.538,-212.17580777855775,0.49,0,200,0.8,0.9,0,1,0.5,0.0,0.0
16,16,34.0,-129.31370849898474,8.0,s1,8,0.23529411764705882,-129.31370849898474,-3.803344367617198,34,SOFAI w/ S1 ra=1.0,42.538,-212.17580777855775,0.49,0,200,0.8,0.9,0,1,0.5,0.0,1.0
16,16,34.0,-129.31370849898474,8.0,s2,0,,0.0,,0,SOFAI w/ S1 ra=1.0,42.538,-212.17580777855775,0.49,0,200,0.8,0.9,0,1,0.5,0.0,0.0
17,17,27.0,-149.65685424949237,6.0,s1,6,0.2222222222222222,-149.65685424949237,-5.542846453684903,27,SOFAI w/ S1 ra=1.0,42.538,-212.17580777855775,0.49,0,200,0.8,0.9,0,1,0.5,1.0,1.0
17,17,27.0,-149.65685424949237,6.0,s2,0,,0.0,,0,SOFAI w/ S1 ra=1.0,42.538,-212.17580777855775,0.49,0,200,0.8,0.9,0,1,0.5,0.0,0.0
18,18,73.0,-386.9705627484771,35.0,s1,14,0.19444444444444445,-382.97056274847716,-5.31903559372885,72,SOFAI w/ S1 ra=1.0,42.538,-212.17580777855775,0.49,0,200,0.8,0.9,0,1,0.5,2.0,0.9863013698630136
18,18,73.0,-386.9705627484771,35.0,s2,21,21.0,-4.0,-4.0,1,SOFAI w/ S1 ra=1.0,42.538,-212.17580777855775,0.49,0,200,0.8,0.9,0,1,0.5,0.0,0.0136986301369863
19,19,17.0,-109.65685424949238,4.0,s1,4,0.23529411764705882,-109.65685424949238,-6.450403191146611,17,SOFAI w/ S1 ra=1.0,42.538,-212.17580777855775,0.49,0,200,0.8,0.9,0,1,0.5,1.0,1.0
19,19,17.0,-109.65685424949238,4.0,s2,0,,0.0,,0,SOFAI w/ S1 ra=1.0,42.538,-212.17580777855775,0.49,0,200,0.8,0.9,0,1,0.5,0.0,0.0
20,20,78.0,-355.31370849898474,21.0,s1,21,0.2692307692307692,-355.31370849898474,-4.555303955115189,78,SOFAI w/ S1 ra=1.0,42.538,-212.17580777855775,0.49,0,200,0.8,0.9,0,1,0.5,1.0,1.0
20,20,78.0,-355.31370849898474,21.0,s2,0,,0.0,,0,SOFAI w/ S1 ra=1.0,42.538,-212.17580777855775,0.49,0,200,0.8,0.9,0,1,0.5,0.0,0.0
