,traj_n,length,reward,time,sub_type,time_agent,avg_time,reward_agent,avg_reward,usage,type,Length,Reward,Viol,S1_Usage,t1,t2,t3,t4,t6,t7,viol_constr,perc_usage
167,167,18.0,-118.62741699796953,264.0,s1,0,0.0,-78.0,-11.142857142857142,7,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,1.0,0.3888888888888889
167,167,18.0,-118.62741699796953,264.0,s2,264,24.0,-40.627416997969526,-3.693401545269957,11,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,0.0,0.6111111111111112
168,168,20.0,-126.62741699796952,340.0,s1,0,0.0,-62.0,-20.666666666666668,3,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,1.0,0.15
168,168,20.0,-126.62741699796952,340.0,s2,340,20.0,-64.62741699796952,-3.801612764586442,17,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,0.0,0.85
169,169,15.0,-101.65685424949238,271.0,s1,0,0.0,-59.65685424949238,-29.82842712474619,2,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,1.0,0.13333333333333333
169,169,15.0,-101.65685424949238,271.0,s2,271,20.846153846153847,-42.0,-3.230769230769231,13,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,0.0,0.8666666666666667
170,170,13.0,-91.31370849898477,191.0,s1,0,0.0,-58.0,-19.333333333333332,3,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,1.0,0.23076923076923078
170,170,13.0,-91.31370849898477,191.0,s2,191,19.1,-33.31370849898477,-3.3313708498984766,10,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,0.0,0.7692307692307693
171,171,16.0,-105.65685424949238,226.0,s1,0,0.0,-57.65685424949238,-14.414213562373096,4,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,1.0,0.25
171,171,16.0,-105.65685424949238,226.0,s2,226,18.833333333333332,-48.0,-4.0,12,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,0.0,0.75
172,172,19.0,-169.31370849898477,305.0,s1,0,0.0,-67.65685424949238,-16.914213562373096,4,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,1.0,0.21052631578947367
172,172,19.0,-169.31370849898477,305.0,s2,305,20.333333333333332,-101.65685424949238,-6.777123616632825,15,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,1.0,0.7894736842105263
173,173,17.0,-116.2842712474619,206.0,s1,0,0.0,-70.62741699796952,-11.771236166328253,6,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,1.0,0.35294117647058826
173,173,17.0,-116.2842712474619,206.0,s2,206,18.727272727272727,-45.65685424949238,-4.150623113590217,11,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,0.0,0.6470588235294118
174,174,13.0,-91.31370849898477,194.0,s1,0,0.0,-59.65685424949238,-19.88561808316413,3,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,1.0,0.23076923076923078
174,174,13.0,-91.31370849898477,194.0,s2,194,19.4,-31.65685424949238,-3.165685424949238,10,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,0.0,0.7692307692307693
175,175,17.0,-111.31370849898477,212.0,s1,0,0.0,-67.31370849898477,-11.218951416497461,6,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,1.0,0.35294117647058826
175,175,17.0,-111.31370849898477,212.0,s2,212,19.272727272727273,-44.0,-4.0,11,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,0.0,0.6470588235294118
176,176,19.0,-169.31370849898474,308.0,s1,0,0.0,-63.65685424949238,-21.21895141649746,3,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,1.0,0.15789473684210525
176,176,19.0,-169.31370849898474,308.0,s2,308,19.25,-105.65685424949238,-6.603553390593274,16,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,1.0,0.8421052631578947
177,177,17.0,-114.62741699796952,287.0,s1,0,0.0,-58.0,-29.0,2,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,1.0,0.11764705882352941
177,177,17.0,-114.62741699796952,287.0,s2,287,19.133333333333333,-56.62741699796953,-3.775161133197969,15,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,0.0,0.8823529411764706
178,178,18.0,-116.97056274847715,510.0,s1,0,0.0,-67.65685424949238,-16.914213562373096,4,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,1.0,0.2222222222222222
178,178,18.0,-116.97056274847715,510.0,s2,510,36.42857142857143,-49.31370849898477,-3.5224077499274835,14,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,0.0,0.7777777777777778
179,179,17.0,-159.94112549695427,286.0,s1,0,0.0,-58.0,-19.333333333333332,3,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,1.0,0.17647058823529413
179,179,17.0,-159.94112549695427,286.0,s2,286,20.428571428571427,-101.9411254969543,-7.2815089640681645,14,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,1.0,0.8235294117647058
180,180,17.0,-111.31370849898477,311.0,s1,0,0.0,-62.0,-20.666666666666668,3,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,1.0,0.17647058823529413
180,180,17.0,-111.31370849898477,311.0,s2,311,22.214285714285715,-49.31370849898477,-3.5224077499274835,14,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,0.0,0.8235294117647058
181,181,16.0,-106.62741699796953,276.0,s1,0,0.0,-58.0,-19.333333333333332,3,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,1.0,0.1875
181,181,16.0,-106.62741699796953,276.0,s2,276,21.23076923076923,-48.627416997969526,-3.7405705383053482,13,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,0.0,0.8125
182,182,15.0,-101.65685424949238,239.0,s1,0,0.0,-62.0,-20.666666666666668,3,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,1.0,0.2
182,182,15.0,-101.65685424949238,239.0,s2,239,19.916666666666668,-39.65685424949238,-3.3047378541243653,12,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,0.0,0.8
183,183,13.0,-91.31370849898477,213.0,s1,0,0.0,-54.0,-27.0,2,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,1.0,0.15384615384615385
183,183,13.0,-91.31370849898477,213.0,s2,213,19.363636363636363,-37.31370849898477,-3.3921553180895243,11,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,0.0,0.8461538461538461
184,184,17.0,-112.97056274847715,241.0,s1,0,0.0,-73.31370849898477,-14.662741699796953,5,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,1.0,0.29411764705882354
184,184,17.0,-112.97056274847715,241.0,s2,241,20.083333333333332,-39.65685424949238,-3.3047378541243653,12,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,0.0,0.7058823529411765
185,185,19.0,-116.97056274847715,335.0,s1,0,0.0,-55.65685424949238,-27.82842712474619,2,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,1.0,0.10526315789473684
185,185,19.0,-116.97056274847715,335.0,s2,335,19.705882352941178,-61.31370849898477,-3.606688735234398,17,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,0.0,0.8947368421052632
186,186,16.0,-110.62741699796953,249.0,s1,0,0.0,-65.31370849898477,-21.771236166328254,3,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,1.0,0.1875
186,186,16.0,-110.62741699796953,249.0,s2,249,19.153846153846153,-45.31370849898477,-3.4856698845372898,13,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,0.0,0.8125
187,187,19.0,-116.97056274847714,296.0,s1,0,0.0,-62.0,-15.5,4,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,1.0,0.21052631578947367
187,187,19.0,-116.97056274847714,296.0,s2,296,19.733333333333334,-54.97056274847715,-3.66470418323181,15,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,0.0,0.7894736842105263
188,188,10.0,-277.65685424949237,176.0,s1,0,0.0,-54.0,-54.0,1,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,1.0,0.1
188,188,10.0,-277.65685424949237,176.0,s2,176,19.555555555555557,-223.65685424949237,-24.85076158327693,9,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,4.0,0.9
189,189,27.0,-203.94112549695427,330.0,s1,0,0.0,-142.62741699796953,-14.262741699796953,10,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,2.0,0.37037037037037035
189,189,27.0,-203.94112549695427,330.0,s2,330,19.41176470588235,-61.31370849898477,-3.606688735234398,17,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,0.0,0.6296296296296297
190,190,19.0,-169.59797974644664,252.0,s1,0,0.0,-120.97056274847715,-20.161760458079524,6,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,2.0,0.3157894736842105
190,190,19.0,-169.59797974644664,252.0,s2,252,19.384615384615383,-48.62741699796953,-3.7405705383053487,13,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,0.0,0.6842105263157895
191,191,13.0,-93.65685424949238,222.0,s1,0,0.0,-49.65685424949238,-24.82842712474619,2,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,1.0,0.15384615384615385
191,191,13.0,-93.65685424949238,222.0,s2,222,20.181818181818183,-44.0,-4.0,11,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,0.0,0.8461538461538461
192,192,19.0,-119.31370849898477,305.0,s1,0,0.0,-66.0,-16.5,4,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,1.0,0.21052631578947367
192,192,19.0,-119.31370849898477,305.0,s2,305,20.333333333333332,-53.31370849898477,-3.554247233265651,15,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,0.0,0.7894736842105263
193,193,13.0,-93.65685424949238,207.0,s1,1,0.3333333333333333,-62.0,-20.666666666666668,3,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,1.0,0.23076923076923078
193,193,13.0,-93.65685424949238,207.0,s2,206,20.6,-31.65685424949238,-3.165685424949238,10,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,0.0,0.7692307692307693
194,194,22.0,-232.28427124746187,401.0,s1,0,0.0,-13.65685424949238,-4.552284749830793,3,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,0.0,0.13636363636363635
194,194,22.0,-232.28427124746187,401.0,s2,401,21.105263157894736,-218.6274169979695,-11.50670615778787,19,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,3.0,0.8636363636363636
195,195,16.0,-158.97056274847714,277.0,s1,0,0.0,-58.0,-29.0,2,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,1.0,0.125
195,195,16.0,-158.97056274847714,277.0,s2,277,19.785714285714285,-100.97056274847715,-7.212183053462653,14,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,1.0,0.875
196,196,25.0,-148.2842712474619,405.0,s1,0,0.0,-67.65685424949238,-16.914213562373096,4,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,1.0,0.16
196,196,25.0,-148.2842712474619,405.0,s2,405,19.285714285714285,-80.62741699796953,-3.839400809427121,21,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,0.0,0.84
197,197,13.0,-91.31370849898477,234.0,s1,0,0.0,-50.0,-50.0,1,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,1.0,0.07692307692307693
197,197,13.0,-91.31370849898477,234.0,s2,234,19.5,-41.31370849898477,-3.442809041582064,12,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,0.0,0.9230769230769231
198,198,19.0,-117.65685424949238,289.0,s1,0,0.0,-57.65685424949238,-14.414213562373096,4,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,1.0,0.21052631578947367
198,198,19.0,-117.65685424949238,289.0,s2,289,19.266666666666666,-60.0,-4.0,15,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,0.0,0.7894736842105263
199,199,17.0,-203.31370849898474,352.0,s1,0,0.0,-50.0,-50.0,1,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,1.0,0.058823529411764705
199,199,17.0,-203.31370849898474,352.0,s2,352,22.0,-153.31370849898474,-9.582106781186546,16,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,2.0,0.9411764705882353
200,200,19.0,-124.28427124746192,266.0,s1,0,0.0,-75.65685424949238,-12.60947570824873,6,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,1.0,0.3157894736842105
200,200,19.0,-124.28427124746192,266.0,s2,266,20.46153846153846,-48.62741699796953,-3.7405705383053487,13,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,0.0,0.6842105263157895
201,201,20.0,-170.97056274847714,408.0,s1,0,0.0,-8.0,-4.0,2,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,0.0,0.1
201,201,20.0,-170.97056274847714,408.0,s2,408,22.666666666666668,-162.9705627484771,-9.053920152693173,18,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,2.0,0.9
202,202,16.0,-103.31370849898477,275.0,s1,0,0.0,-62.0,-15.5,4,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,1.0,0.25
202,202,16.0,-103.31370849898477,275.0,s2,275,22.916666666666668,-41.31370849898477,-3.442809041582064,12,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,0.0,0.75
203,203,17.0,-112.97056274847715,232.0,s1,0,0.0,-71.65685424949238,-14.331370849898477,5,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,1.0,0.29411764705882354
203,203,17.0,-112.97056274847715,232.0,s2,232,19.333333333333332,-41.31370849898477,-3.442809041582064,12,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,0.0,0.7058823529411765
204,204,30.0,-168.2842712474619,440.0,s1,0,0.0,-89.31370849898477,-9.923745388776085,9,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,1.0,0.3
204,204,30.0,-168.2842712474619,440.0,s2,440,20.952380952380953,-78.97056274847715,-3.760502988022721,21,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,0.0,0.7
205,205,19.0,-163.65685424949237,318.0,s1,0,0.0,-108.0,-36.0,3,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,2.0,0.15789473684210525
205,205,19.0,-163.65685424949237,318.0,s2,318,19.875,-55.65685424949238,-3.478553390593274,16,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,0.0,0.8421052631578947
206,206,19.0,-120.97056274847715,278.0,s1,0,0.0,-61.65685424949238,-12.331370849898477,5,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,1.0,0.2631578947368421
206,206,19.0,-120.97056274847715,278.0,s2,278,19.857142857142858,-59.31370849898477,-4.2366934642131975,14,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,0.0,0.7368421052631579
207,207,17.0,-109.65685424949238,173.0,s1,0,0.0,-83.65685424949238,-10.457106781186548,8,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,1.0,0.47058823529411764
207,207,17.0,-109.65685424949238,173.0,s2,173,19.22222222222222,-26.0,-2.888888888888889,9,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,0.0,0.5294117647058824
208,208,15.0,-101.65685424949238,282.0,s1,0,0.0,-54.0,-54.0,1,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,1.0,0.06666666666666667
208,208,15.0,-101.65685424949238,282.0,s2,282,20.142857142857142,-47.65685424949238,-3.4040610178208843,14,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,0.0,0.9333333333333333
209,209,20.0,-128.2842712474619,327.0,s1,0,0.0,-70.97056274847715,-17.742640687119287,4,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,1.0,0.2
209,209,20.0,-128.2842712474619,327.0,s2,327,20.4375,-57.31370849898477,-3.582106781186548,16,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,0.0,0.8
210,210,15.0,-104.97056274847715,142.0,s1,0,0.0,-75.31370849898477,-9.414213562373096,8,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,1.0,0.5333333333333333
210,210,15.0,-104.97056274847715,142.0,s2,142,20.285714285714285,-29.65685424949238,-4.2366934642131975,7,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,0.0,0.4666666666666667
211,211,18.0,-116.97056274847715,162.0,s1,0,0.0,-94.97056274847715,-9.497056274847715,10,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,1.0,0.5555555555555556
211,211,18.0,-116.97056274847715,162.0,s2,162,20.25,-22.0,-2.75,8,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,0.0,0.4444444444444444
212,212,14.0,-147.65685424949237,200.0,s1,0,0.0,-66.0,-16.5,4,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,1.0,0.2857142857142857
212,212,14.0,-147.65685424949237,200.0,s2,200,20.0,-81.65685424949238,-8.165685424949238,10,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,1.0,0.7142857142857143
213,213,14.0,-99.31370849898477,288.0,s1,0,0.0,-54.0,-54.0,1,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,1.0,0.07142857142857142
213,213,14.0,-99.31370849898477,288.0,s2,288,22.153846153846153,-45.31370849898477,-3.4856698845372898,13,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,0.0,0.9285714285714286
214,214,26.0,-148.97056274847714,405.0,s1,0,0.0,-32.970562748477136,-4.710080392639591,7,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,0.0,0.2692307692307692
214,214,26.0,-148.97056274847714,405.0,s2,405,21.31578947368421,-116.0,-6.105263157894737,19,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,1.0,0.7307692307692307
215,215,19.0,-167.65685424949237,304.0,s1,0,0.0,-67.65685424949238,-16.914213562373096,4,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,1.0,0.21052631578947367
215,215,19.0,-167.65685424949237,304.0,s2,304,20.266666666666666,-100.0,-6.666666666666667,15,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,1.0,0.7894736842105263
216,216,16.0,-60.62741699796952,263.0,s1,0,0.0,-13.65685424949238,-4.552284749830793,3,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,0.0,0.1875
216,216,16.0,-60.62741699796952,263.0,s2,263,20.23076923076923,-46.97056274847715,-3.613120211421319,13,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,0.0,0.8125
217,217,14.0,-99.31370849898477,181.0,s1,0,0.0,-71.65685424949238,-14.331370849898477,5,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,1.0,0.35714285714285715
217,217,14.0,-99.31370849898477,181.0,s2,181,20.11111111111111,-27.656854249492383,-3.072983805499154,9,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,0.0,0.6428571428571429
218,218,13.0,-93.65685424949238,204.0,s1,1,0.25,-66.0,-16.5,4,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,1.0,0.3076923076923077
218,218,13.0,-93.65685424949238,204.0,s2,203,22.555555555555557,-27.65685424949238,-3.0729838054991534,9,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,0.0,0.6923076923076923
219,219,18.0,-114.62741699796952,268.0,s1,0,0.0,-69.31370849898477,-13.862741699796953,5,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,1.0,0.2777777777777778
219,219,18.0,-114.62741699796952,268.0,s2,268,20.615384615384617,-45.31370849898477,-3.4856698845372898,13,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,0.0,0.7222222222222222
220,220,22.0,-131.31370849898474,335.0,s1,0,0.0,-75.65685424949238,-12.60947570824873,6,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,1.0,0.2727272727272727
220,220,22.0,-131.31370849898474,335.0,s2,335,20.9375,-55.65685424949238,-3.478553390593274,16,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,0.0,0.7272727272727273
221,221,15.0,-104.97056274847715,255.0,s1,0,0.0,-65.31370849898477,-21.771236166328254,3,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,1.0,0.2
221,221,15.0,-104.97056274847715,255.0,s2,255,21.25,-39.65685424949238,-3.3047378541243653,12,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,0.0,0.8
222,222,16.0,-112.2842712474619,287.0,s1,0,0.0,-70.97056274847715,-17.742640687119287,4,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,1.0,0.25
222,222,16.0,-112.2842712474619,287.0,s2,287,23.916666666666668,-41.31370849898477,-3.442809041582064,12,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,0.0,0.75
223,223,13.0,-143.65685424949237,209.0,s1,0,0.0,-52.0,-17.333333333333332,3,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,1.0,0.23076923076923078
223,223,13.0,-143.65685424949237,209.0,s2,209,20.9,-91.65685424949238,-9.165685424949238,10,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,1.0,0.7692307692307693
224,224,16.0,-157.31370849898477,291.0,s1,0,0.0,-58.0,-29.0,2,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,1.0,0.125
224,224,16.0,-157.31370849898477,291.0,s2,291,20.785714285714285,-99.31370849898477,-7.093836321356055,14,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,1.0,0.875
225,225,24.0,-141.94112549695427,329.0,s1,0,0.0,-84.62741699796953,-10.578427124746192,8,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,1.0,0.3333333333333333
225,225,24.0,-141.94112549695427,329.0,s2,329,20.5625,-57.31370849898477,-3.582106781186548,16,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,0.0,0.6666666666666666
226,226,13.0,-92.97056274847715,243.0,s1,0,0.0,-54.0,-27.0,2,SOFAI w/ S1 ra=0.0,17.922,-134.23648367144003,0.691,0,200,0.8,0.1,0,1,0.5,1.0,0.15384615384615385
